AnimalID,features_values_dog,gp1,gp2
A672256,Dachshund Mix,Mix,Hound
A691251,Rat Terrier Mix,Mix,Terrier
A696862,Bruss Griffon Mix,Unknown,Mix
A689232,German Shepherd Mix,Mix,Herding
A670751,Bruss Griffon,Unknown,Unknown
A670611,Chihuahua Shorthair/Cairn Terrier,Toy,Terrier
A670980,Pit Bull/Labrador Retriever,Pit Bull,Sporting
A716369,Boxer Mix,Mix,Working
A686303,Labrador Retriever/Border Collie,Sporting,Herding
A683465,Labrador Retriever Mix,Mix,Sporting
A665625,Basset Hound Mix,Mix,Hound
A666264,Australian Cattle Dog Mix,Mix,Herding
A714421,Doberman Pinsch Mix,Mix,Working
A711065,Chihuahua Shorthair Mix,Mix,Toy
A709507,Labrador Retriever Mix,Mix,Sporting
A686576,Labrador Retriever Mix,Mix,Sporting
A570181,Cocker Spaniel Mix,Mix,Sporting
A695818,Boxer Mix,Mix,Working
A694312,Pit Bull Mix,Mix,Pit Bull
A672327,Miniature Poodle Mix,Non-Sporting,Mix
A682628,Chihuahua Shorthair Mix,Mix,Toy
A690047,Basset Hound/Pit Bull,Pit Bull,Hound
A668522,Chihuahua Shorthair Mix,Mix,Toy
A707462,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A664522,Chihuahua Shorthair Mix,Mix,Toy
A690194,Plott Hound Mix,Mix,Hound
A700235,Pit Bull Mix,Mix,Pit Bull
A677872,Border Terrier Mix,Mix,Terrier
A711081,Boxer Mix,Mix,Working
A717115,Pit Bull Mix,Mix,Pit Bull
A689682,Dachshund Longhair/Pembroke Welsh Corgi,Herding,Hound
A711549,Chihuahua Shorthair Mix,Mix,Toy
A684019,Basset Hound Mix,Mix,Hound
A673329,Carolina Dog Mix,Unknown,Mix
A713529,Pointer Mix,Mix,Sporting
A689175,German Shepherd Mix,Mix,Herding
A700658,Chihuahua Shorthair Mix,Mix,Toy
A710375,Pit Bull Mix,Mix,Pit Bull
A666701,Border Collie Mix,Mix,Herding
A710941,Anatol Shepherd Mix,Mix,Herding
A687861,Shih Tzu,Toy,Toy
A714226,Yorkshire Terrier Mix,Mix,Toy
A710749,Bull Terrier Miniature,Unknown,Unknown
A692339,Chihuahua Shorthair Mix,Mix,Toy
A674243,Queensland Heeler Mix,Mix,Herding
A672756,Border Collie/Boxer,Herding,Working
A686173,Australian Kelpie Mix,Mix,Working
A707917,Australian Kelpie Mix,Mix,Working
A703782,Miniature Poodle Mix,Non-Sporting,Mix
A710132,Chihuahua Shorthair,Toy,Toy
A702580,Australian Shepherd Mix,Mix,Herding
A680314,Australian Kelpie Mix,Mix,Working
A710337,Chihuahua Shorthair Mix,Mix,Toy
A693389,Chihuahua Shorthair Mix,Mix,Toy
A677296,Rottweiler/Labrador Retriever,Sporting,Working
A710377,Rat Terrier,Terrier,Terrier
A673851,Queensland Heeler/Pit Bull,Herding,Pit Bull
A660903,German Shepherd/Pit Bull,Herding,Pit Bull
A704004,Anatol Shepherd Mix,Mix,Herding
A700484,American Staffordshire Terrier Mix,Mix,Terrier
A681968,Australian Cattle Dog Mix,Mix,Herding
A645673,Pit Bull Mix,Mix,Pit Bull
A679072,Chihuahua Shorthair/Wire Hair Fox Terrier,Unknown,Toy
A665440,Chihuahua Shorthair Mix,Mix,Toy
A719090,Pit Bull Mix,Mix,Pit Bull
A714587,Pit Bull Mix,Mix,Pit Bull
A693198,Pit Bull Mix,Mix,Pit Bull
A711398,Australian Cattle Dog Mix,Mix,Herding
A680999,Dachshund,Hound,Hound
A664904,Chow Chow Mix,Non-Sporting,Mix
A667095,Miniature Poodle/Maltese,Non-Sporting,Toy
A703974,American Bulldog Mix,Non-Sporting,Mix
A718578,Standard Poodle,Non-Sporting,Non-Sporting
A680253,Golden Retriever Mix,Mix,Sporting
A641317,Collie Smooth/Golden Retriever,Herding,Sporting
A673618,Labrador Retriever Mix,Mix,Sporting
A718985,Toy Poodle Mix,Mix,Toy
A671492,Border Terrier Mix,Mix,Terrier
A679716,Boxer/Black Mouth Cur,Herding,Working
A671578,American Bulldog,Non-Sporting,Non-Sporting
A680951,Labrador Retriever Mix,Mix,Sporting
A686582,Pit Bull Mix,Mix,Pit Bull
A694807,Boxer,Working,Working
A657492,Pit Bull Mix,Mix,Pit Bull
A707885,Jack Russell Terrier Mix,Unknown,Mix
A712035,Cairn Terrier Mix,Mix,Terrier
A562621,Dachshund,Hound,Hound
A584553,American Staffordshire Terrier/Labrador Retriever,Sporting,Terrier
A693653,Rhod Ridgeback Mix,Mix,Hound
A689585,American Staffordshire Terrier Mix,Mix,Terrier
A712132,Boxer Mix,Mix,Working
A709249,Shih Tzu/Havanese,Toy,Toy
A707063,Chihuahua Shorthair Mix,Mix,Toy
A675667,Miniature Poodle/Yorkshire Terrier,Non-Sporting,Toy
A673128,German Shepherd Mix,Mix,Herding
A687214,Pbgv Mix,Unknown,Mix
A673363,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A679596,Doberman Pinsch Mix,Mix,Working
A677190,Wire Hair Fox Terrier,Unknown,Unknown
A706598,Miniature Poodle/Pomeranian,Non-Sporting,Toy
A674390,Labrador Retriever Mix,Mix,Sporting
A706994,Dachshund Mix,Mix,Hound
A710956,Australian Cattle Dog Mix,Mix,Herding
A712055,Labrador Retriever Mix,Mix,Sporting
A711776,Chihuahua Shorthair Mix,Mix,Toy
A665569,Chihuahua Shorthair Mix,Mix,Toy
A692408,Pit Bull Mix,Mix,Pit Bull
A695042,Pit Bull Mix,Mix,Pit Bull
A687915,Flat Coat Retriever Mix,Mix,Sporting
A676175,Labrador Retriever Mix,Mix,Sporting
A670116,Weimaraner,Sporting,Sporting
A713191,Chihuahua Shorthair Mix,Mix,Toy
A719137,Miniature Schnauzer Mix,Mix,Terrier
A711519,Jack Russell Terrier Mix,Unknown,Mix
A677456,Bullmastiff Mix,Mix,Working
A707921,Pit Bull Mix,Mix,Pit Bull
A671872,Pit Bull Mix,Mix,Pit Bull
A667596,Pit Bull Mix,Mix,Pit Bull
A689321,Pit Bull Mix,Mix,Pit Bull
A693534,German Shepherd Mix,Mix,Herding
A674371,Miniature Schnauzer Mix,Mix,Terrier
A679894,Pointer Mix,Mix,Sporting
A720439,Border Collie Mix,Mix,Herding
A664149,Chihuahua Shorthair Mix,Mix,Toy
A720046,Labrador Retriever Mix,Mix,Sporting
A695942,Chihuahua Shorthair Mix,Mix,Toy
A620599,German Shepherd,Herding,Herding
A309829,Dachshund,Hound,Hound
A674490,Pit Bull Mix,Mix,Pit Bull
A666883,Shiba Inu Mix,Non-Sporting,Mix
A669537,Anatol Shepherd Mix,Mix,Herding
A636828,Pit Bull Mix,Mix,Pit Bull
A679668,Pit Bull/German Shepherd,Pit Bull,Herding
A689842,Australian Cattle Dog Mix,Mix,Herding
A692477,Dachshund Mix,Mix,Hound
A675129,Boxer Mix,Mix,Working
A678562,Pit Bull Mix,Mix,Pit Bull
A664115,Pug/Labrador Retriever,Sporting,Toy
A706159,Border Collie/Whippet,Herding,Hound
A673391,Chow Chow/Golden Retriever,Non-Sporting,Sporting
A672121,Pit Bull/Australian Cattle Dog,Pit Bull,Herding
A718439,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A551642,Basset Hound Mix,Mix,Hound
A694142,Pit Bull Mix,Mix,Pit Bull
A677029,Dachshund Mix,Mix,Hound
A687795,Dachshund/Chihuahua Shorthair,Toy,Hound
A677375,Chihuahua Shorthair Mix,Mix,Toy
A691922,Pomeranian Mix,Mix,Toy
A690852,Irish Setter/Pit Bull,Sporting,Pit Bull
A705589,Pit Bull Mix,Mix,Pit Bull
A715478,Australian Cattle Dog Mix,Mix,Herding
A703116,Jack Russell Terrier/Basset Hound,Unknown,Hound
A669490,Chihuahua Longhair Mix,Mix,Toy
A695580,Miniature Poodle Mix,Non-Sporting,Mix
A665152,Chihuahua Shorthair Mix,Mix,Toy
A703552,Pug Mix,Mix,Toy
A681338,Chihuahua Shorthair Mix,Mix,Toy
A706960,Chihuahua Shorthair Mix,Mix,Toy
A705938,Chihuahua Shorthair Mix,Mix,Toy
A685123,Border Terrier/Chihuahua Shorthair,Toy,Terrier
A694342,Boxer Mix,Mix,Working
A715596,Australian Kelpie Mix,Mix,Working
A703481,Chihuahua Shorthair Mix,Mix,Toy
A720278,Pit Bull Mix,Mix,Pit Bull
A567323,Shiba Inu Mix,Non-Sporting,Mix
A717177,Labrador Retriever Mix,Mix,Sporting
A430501,Pembroke Welsh Corgi Mix,Mix,Herding
A706073,Chihuahua Shorthair Mix,Mix,Toy
A679203,Chihuahua Shorthair Mix,Mix,Toy
A688034,Pomeranian/Schipperke,Non-Sporting,Toy
A684501,Chihuahua Shorthair Mix,Mix,Toy
A701474,Chihuahua Shorthair,Toy,Toy
A665174,Pit Bull Mix,Mix,Pit Bull
A679981,American Bulldog Mix,Non-Sporting,Mix
A677194,Border Collie Mix,Mix,Herding
A700023,Miniature Poodle Mix,Non-Sporting,Mix
A666180,German Shepherd Mix,Mix,Herding
A691818,Australian Cattle Dog/Boxer,Herding,Working
A664223,Bulldog Mix,Non-Sporting,Mix
A681219,Anatol Shepherd/Australian Cattle Dog,Mix,Herding
A678565,Great Pyrenees Mix,Mix,Working
A695108,Pit Bull Mix,Mix,Pit Bull
A687084,Chow Chow Mix,Non-Sporting,Mix
A663856,Chihuahua Shorthair Mix,Mix,Toy
A698214,Cocker Spaniel,Sporting,Sporting
A672009,Catahoula Mix,Mix,Herding
A676389,Australian Cattle Dog/Collie Rough,Herding,Herding
A676531,Miniature Schnauzer Mix,Mix,Terrier
A673830,Pit Bull Mix,Mix,Pit Bull
A641238,Pit Bull/Labrador Retriever,Pit Bull,Sporting
A714465,Bull Terrier Mix,Mix,Terrier
A715792,Labrador Retriever Mix,Mix,Sporting
A718988,Pit Bull Mix,Mix,Pit Bull
A704856,Dogo Argentino Mix,Unknown,Mix
A707198,Australian Shepherd/Dachshund,Herding,Hound
A701228,Labrador Retriever Mix,Mix,Sporting
A696515,Jack Russell Terrier Mix,Unknown,Mix
A664991,Chihuahua Shorthair Mix,Mix,Toy
A680891,Dachshund Mix,Mix,Hound
A664382,Labrador Retriever Mix,Mix,Sporting
A529766,Shiba Inu,Non-Sporting,Non-Sporting
A718649,Boston Terrier Mix,Non-Sporting,Mix
A704087,Border Collie Mix,Mix,Herding
A525768,Labrador Retriever Mix,Mix,Sporting
A707804,Black Mouth Cur Mix,Mix,Herding
A570436,Chihuahua Shorthair Mix,Mix,Toy
A716917,Labrador Retriever Mix,Mix,Sporting
A710025,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A689440,Doberman Pinsch Mix,Mix,Working
A682655,Chihuahua Shorthair Mix,Mix,Toy
A700536,Pit Bull,Pit Bull,Pit Bull
A706465,Pembroke Welsh Corgi Mix,Mix,Herding
A695161,Beagle Mix,Mix,Hound
A691668,Labrador Retriever Mix,Mix,Sporting
A690019,Chihuahua Shorthair Mix,Mix,Toy
A689467,Pit Bull Mix,Mix,Pit Bull
A680574,Labrador Retriever/Border Collie,Sporting,Herding
A718622,Chihuahua Shorthair/Shih Tzu,Toy,Toy
A712827,Collie Smooth Mix,Mix,Herding
A699686,Golden Retriever,Sporting,Sporting
A720498,Pug/Border Terrier,Toy,Terrier
A675120,Pit Bull Mix,Mix,Pit Bull
A714622,Basset Hound Mix,Mix,Hound
A650409,Australian Kelpie/Pit Bull,Pit Bull,Working
A676383,Cane Corso,Working,Working
A672979,Catahoula Mix,Mix,Herding
A702528,Black Mouth Cur/German Shepherd,Herding,Herding
A673025,Pit Bull/Border Collie,Pit Bull,Herding
A712072,Labrador Retriever/Vizsla,Sporting,Sporting
A699116,Chihuahua Shorthair Mix,Mix,Toy
A688506,Dogo Argentino Mix,Unknown,Mix
A668371,Anatol Shepherd Mix,Mix,Herding
A718095,Pit Bull Mix,Mix,Pit Bull
A675172,Border Collie Mix,Mix,Herding
A717703,Yorkshire Terrier Mix,Mix,Toy
A687810,Labrador Retriever/Australian Shepherd,Sporting,Herding
A716262,Italian Greyhound Mix,Mix,Toy
A687655,Pit Bull Mix,Mix,Pit Bull
A685172,Boxer Mix,Mix,Working
A696406,Chihuahua Shorthair Mix,Mix,Toy
A694973,Cairn Terrier Mix,Mix,Terrier
A679577,Chihuahua Shorthair Mix,Mix,Toy
A687585,Chihuahua Shorthair Mix,Mix,Toy
A697885,Pit Bull Mix,Mix,Pit Bull
A688408,Labrador Retriever Mix,Mix,Sporting
A718660,Labrador Retriever Mix,Mix,Sporting
A716498,German Shepherd Mix,Mix,Herding
A695293,Border Collie Mix,Mix,Herding
A695494,Chihuahua Shorthair Mix,Mix,Toy
A685077,Jack Russell Terrier/Italian Greyhound,Unknown,Toy
A674198,Miniature Schnauzer/Miniature Poodle,Non-Sporting,Terrier
A664027,Pit Bull Mix,Mix,Pit Bull
A665068,Chihuahua Shorthair Mix,Mix,Toy
A655329,Jack Russell Terrier Mix,Unknown,Mix
A672676,Labrador Retriever Mix,Mix,Sporting
A680472,Pit Bull Mix,Mix,Pit Bull
A670453,Pit Bull Mix,Mix,Pit Bull
A671053,Pit Bull Mix,Mix,Pit Bull
A700528,Chihuahua Shorthair Mix,Mix,Toy
A705290,Staffordshire Mix,Mix,Terrier
A695779,Siberian Husky,Working,Working
A688387,Labrador Retriever Mix,Mix,Sporting
A650209,Miniature Poodle Mix,Non-Sporting,Mix
A667150,Jack Russell Terrier/Beagle,Unknown,Hound
A717891,Dachshund Longhair Mix,Mix,Hound
A663016,American Pit Bull Terrier Mix,Unknown,Mix
A689872,Leonberger Mix,Mix,Working
A705995,American Bulldog Mix,Non-Sporting,Mix
A718799,German Shepherd Mix,Mix,Herding
A667093,Miniature Poodle Mix,Non-Sporting,Mix
A660220,Yorkshire Terrier/Miniature Poodle,Non-Sporting,Toy
A715673,Rhod Ridgeback Mix,Mix,Hound
A675828,Chihuahua Shorthair Mix,Mix,Toy
A694831,Great Pyrenees Mix,Mix,Working
A718267,Labrador Retriever Mix,Mix,Sporting
A647098,Dogue De Bordeaux Mix,Mix,Working
A718673,Black/Tan Hound,Hound,Hound
A680520,Catahoula/Pit Bull,Herding,Pit Bull
A518937,Labrador Retriever Mix,Mix,Sporting
A696448,Pug/Pomeranian,Toy,Toy
A666831,Chihuahua Shorthair Mix,Mix,Toy
A687609,Chihuahua Shorthair/German Shepherd,Herding,Toy
A673600,Australian Cattle Dog Mix,Mix,Herding
A703973,Great Dane Mix,Mix,Working
A670497,Pit Bull Mix,Mix,Pit Bull
A697519,Pit Bull Mix,Mix,Pit Bull
A668735,Jack Russell Terrier Mix,Unknown,Mix
A708522,German Shepherd Mix,Mix,Herding
A664133,Border Terrier/Miniature Schnauzer,Terrier,Terrier
A609643,Rottweiler Mix,Mix,Working
A692486,Anatol Shepherd Mix,Mix,Herding
A690690,Dalmatian Mix,Non-Sporting,Mix
A711263,Flat Coat Retriever/Papillon,Sporting,Toy
A681554,Pit Bull Mix,Mix,Pit Bull
A707922,Skye Terrier Mix,Mix,Terrier
A699827,Shih Tzu,Toy,Toy
A684239,Pit Bull Mix,Mix,Pit Bull
A658141,Labrador Retriever Mix,Mix,Sporting
A688725,Pit Bull Mix,Mix,Pit Bull
A680213,German Shepherd Mix,Mix,Herding
A678499,Basset Hound,Hound,Hound
A670771,Chihuahua Shorthair/Cardigan Welsh Corgi,Herding,Toy
A667240,Flat Coat Retriever Mix,Mix,Sporting
A710770,Chihuahua Shorthair Mix,Mix,Toy
A719884,Australian Cattle Dog Mix,Mix,Herding
A706132,Australian Shepherd Mix,Mix,Herding
A669806,Rat Terrier Mix,Mix,Terrier
A674894,Standard Poodle Mix,Non-Sporting,Mix
A671458,German Shepherd,Herding,Herding
A713523,Pointer/Labrador Retriever,Sporting,Sporting
A704238,Chihuahua Shorthair/Dachshund,Hound,Toy
A681866,Labrador Retriever/Pit Bull,Sporting,Pit Bull
A707400,Chihuahua Shorthair Mix,Mix,Toy
A700537,Pomeranian/Chihuahua Longhair,Toy,Toy
A698900,Basenji/Australian Cattle Dog,Herding,Hound
A674130,Finnish Spitz Mix,Non-Sporting,Mix
A674260,Staffordshire Mix,Mix,Terrier
A703153,German Shepherd Mix,Mix,Herding
A700057,Boxer Mix,Mix,Working
A588707,Pit Bull Mix,Mix,Pit Bull
A698816,Chihuahua Shorthair/Dachshund,Hound,Toy
A718616,Labrador Retriever Mix,Mix,Sporting
A704671,Dachshund Wirehair/Miniature Poodle,Non-Sporting,Hound
A697366,Border Collie Mix,Mix,Herding
A668004,Pit Bull,Pit Bull,Pit Bull
A664045,Affenpinscher Mix,Mix,Toy
A693779,Labrador Retriever Mix,Mix,Sporting
A701744,Labrador Retriever Mix,Mix,Sporting
A702370,Rat Terrier Mix,Mix,Terrier
A679946,Labrador Retriever Mix,Mix,Sporting
A694326,Pit Bull Mix,Mix,Pit Bull
A668351,Chihuahua Shorthair Mix,Mix,Toy
A652325,Pit Bull Mix,Mix,Pit Bull
A674110,Labrador Retriever Mix,Mix,Sporting
A667458,Pit Bull Mix,Mix,Pit Bull
A713961,Staffordshire Mix,Mix,Terrier
A707196,Jack Russell Terrier Mix,Unknown,Mix
A717862,German Shepherd Mix,Mix,Herding
A693985,Basenji/Jack Russell Terrier,Unknown,Hound
A719673,Dachshund Longhair Mix,Mix,Hound
A671557,Chihuahua Longhair Mix,Mix,Toy
A716707,Toy Poodle Mix,Mix,Toy
A708202,Pit Bull Mix,Mix,Pit Bull
A661772,Pit Bull Mix,Mix,Pit Bull
A672163,Pembroke Welsh Corgi Mix,Mix,Herding
A669758,Catahoula Mix,Mix,Herding
A677922,Yorkshire Terrier Mix,Mix,Toy
A672285,Beauceron Mix,Mix,Herding
A673402,Yorkshire Terrier Mix,Mix,Toy
A529881,Pit Bull Mix,Mix,Pit Bull
A673867,Miniature Poodle Mix,Non-Sporting,Mix
A547803,Cocker Spaniel,Sporting,Sporting
A673545,Labrador Retriever Mix,Mix,Sporting
A693943,Australian Cattle Dog Mix,Mix,Herding
A676051,Cairn Terrier Mix,Mix,Terrier
A684747,Pit Bull Mix,Mix,Pit Bull
A707568,Pit Bull Mix,Mix,Pit Bull
A707124,Lhasa Apso Mix,Non-Sporting,Mix
A686895,Pit Bull Mix,Mix,Pit Bull
A709373,Pit Bull Mix,Mix,Pit Bull
A670630,Miniature Pinscher Mix,Mix,Toy
A680045,Plott Hound Mix,Mix,Hound
A693454,Labrador Retriever/Boxer,Sporting,Working
A688349,Chihuahua Shorthair Mix,Mix,Toy
A720506,Chow Chow Mix,Non-Sporting,Mix
A698562,Labrador Retriever/Boxer,Sporting,Working
A667072,Cocker Spaniel,Sporting,Sporting
A676417,Pit Bull/Labrador Retriever,Pit Bull,Sporting
A680214,German Shepherd Mix,Mix,Herding
A680277,Chihuahua Shorthair Mix,Mix,Toy
A708785,Boston Terrier Mix,Non-Sporting,Mix
A715222,Golden Retriever,Sporting,Sporting
A703651,Pit Bull Mix,Mix,Pit Bull
A679557,Miniature Schnauzer/Miniature Poodle,Non-Sporting,Terrier
A708776,Boxer Mix,Mix,Working
A700329,German Shepherd Mix,Mix,Herding
A683539,American Bulldog Mix,Non-Sporting,Mix
A694442,Dalmatian,Non-Sporting,Non-Sporting
A698553,German Shepherd Mix,Mix,Herding
A711257,Papillon/Skye Terrier,Toy,Terrier
A716351,Pomeranian Mix,Mix,Toy
A683085,Basset Hound Mix,Mix,Hound
A697757,Boxer Mix,Mix,Working
A664160,Chihuahua Shorthair Mix,Mix,Toy
A562161,Border Collie,Herding,Herding
A709995,Pit Bull Mix,Mix,Pit Bull
A666861,Cardigan Welsh Corgi Mix,Mix,Herding
A697117,Labrador Retriever/Anatol Shepherd,Mix,Sporting
A705559,Pit Bull Mix,Mix,Pit Bull
A708967,Labrador Retriever Mix,Mix,Sporting
A674516,Shih Tzu Mix,Mix,Toy
A668656,German Shepherd Mix,Mix,Herding
A720945,Rottweiler Mix,Mix,Working
A719679,Beagle/Dachshund,Hound,Hound
A668015,Labrador Retriever Mix,Mix,Sporting
A697159,Labrador Retriever/Anatol Shepherd,Mix,Sporting
A684960,Chihuahua Shorthair/Rat Terrier,Toy,Terrier
A707193,Pointer Mix,Mix,Sporting
A695830,Catahoula Mix,Mix,Herding
A684087,Chihuahua Shorthair Mix,Mix,Toy
A665720,Chihuahua Shorthair Mix,Mix,Toy
A680701,Chihuahua Longhair Mix,Mix,Toy
A667799,Chihuahua Shorthair Mix,Mix,Toy
A690749,Pembroke Welsh Corgi Mix,Mix,Herding
A720645,Pit Bull Mix,Mix,Pit Bull
A672530,Anatol Shepherd Mix,Mix,Herding
A698650,Australian Kelpie Mix,Mix,Working
A603815,Dogue De Bordeaux/American Bulldog,Non-Sporting,Working
A717612,Labrador Retriever Mix,Mix,Sporting
A675883,Beagle Mix,Mix,Hound
A666665,Labrador Retriever/Australian Shepherd,Sporting,Herding
A641582,Catahoula Mix,Mix,Herding
A683048,Dachshund Mix,Mix,Hound
A679571,Dachshund Mix,Mix,Hound
A688145,German Shepherd Mix,Mix,Herding
A665776,Chihuahua Shorthair Mix,Mix,Toy
A660458,Border Collie/Anatol Shepherd,Mix,Herding
A684530,Chow Chow/Australian Cattle Dog,Non-Sporting,Herding
A692194,Airedale Terrier/Labrador Retriever,Sporting,Terrier
A666963,Pit Bull Mix,Mix,Pit Bull
A678307,German Shepherd Mix,Mix,Herding
A648300,Cane Corso Mix,Mix,Working
A715716,German Shepherd Mix,Mix,Herding
A666692,Cairn Terrier Mix,Mix,Terrier
A692948,Chihuahua Shorthair Mix,Mix,Toy
A718515,Standard Poodle Mix,Non-Sporting,Mix
A702341,Chihuahua Shorthair Mix,Mix,Toy
A690855,Pit Bull Mix,Mix,Pit Bull
A678928,Chihuahua Shorthair Mix,Mix,Toy
A693000,Dachshund,Hound,Hound
A720495,Labrador Retriever Mix,Mix,Sporting
A688909,Basset Hound Mix,Mix,Hound
A686987,Pointer Mix,Mix,Sporting
A718186,German Shepherd Mix,Mix,Herding
A666914,Black Mouth Cur Mix,Mix,Herding
A617900,Miniature Poodle Mix,Non-Sporting,Mix
A689027,Pug/Chihuahua Shorthair,Toy,Toy
A684805,Pit Bull Mix,Mix,Pit Bull
A686808,Shih Tzu Mix,Mix,Toy
A683529,Catahoula Mix,Mix,Herding
A719169,Scottish Terrier/Basset Hound,Hound,Terrier
A714497,Chihuahua Shorthair Mix,Mix,Toy
A718840,Beagle/German Shepherd,Herding,Hound
A714299,Australian Cattle Dog,Herding,Herding
A670161,Chihuahua Shorthair Mix,Mix,Toy
A720013,Chihuahua Shorthair Mix,Mix,Toy
A706199,American Pit Bull Terrier Mix,Unknown,Mix
A699185,Chihuahua Shorthair Mix,Mix,Toy
A683672,Labrador Retriever Mix,Mix,Sporting
A693500,Miniature Poodle,Non-Sporting,Non-Sporting
A665983,Pit Bull Mix,Mix,Pit Bull
A701480,Dachshund Mix,Mix,Hound
A718632,Chinese Crested/Papillon,Unknown,Toy
A708874,Catahoula Mix,Mix,Herding
A593434,English Coonhound/Australian Cattle Dog,Herding,Hound
A710431,Labrador Retriever Mix,Mix,Sporting
A711969,Shih Tzu Mix,Mix,Toy
A691716,Labrador Retriever Mix,Mix,Sporting
A668324,Boxer Mix,Mix,Working
A702102,American Pit Bull Terrier Mix,Unknown,Mix
A665742,Dachshund/Chihuahua Shorthair,Toy,Hound
A696241,Chihuahua Shorthair Mix,Mix,Toy
A673354,Chihuahua Shorthair/Dachshund,Hound,Toy
A687541,American Staffordshire Terrier Mix,Mix,Terrier
A688336,Miniature Poodle Mix,Non-Sporting,Mix
A684862,Pit Bull Mix,Mix,Pit Bull
A693787,Labrador Retriever Mix,Mix,Sporting
A715260,Labrador Retriever Mix,Mix,Sporting
A612004,Jack Russell Terrier Mix,Unknown,Mix
A707789,Siberian Husky Mix,Mix,Working
A700970,Labrador Retriever Mix,Mix,Sporting
A711689,Chihuahua Shorthair/Dachshund,Hound,Toy
A669893,Jack Russell Terrier,Unknown,Unknown
A716203,Cairn Terrier Mix,Mix,Terrier
A690866,Australian Cattle Dog Mix,Mix,Herding
A679089,American Staffordshire Terrier Mix,Mix,Terrier
A719963,Border Collie Mix,Mix,Herding
A711126,Pit Bull Mix,Mix,Pit Bull
A698027,Chihuahua Shorthair Mix,Mix,Toy
A708605,Siberian Husky Mix,Mix,Working
A717002,Labrador Retriever Mix,Mix,Sporting
A676717,Shih Tzu Mix,Mix,Toy
A699993,Labrador Retriever/Standard Poodle,Non-Sporting,Sporting
A672771,Cavalier Span Mix,Unknown,Mix
A665453,German Shepherd/Nova Scotia Duck Tolling Retriever,Herding,Sporting
A700956,Miniature Poodle/Australian Cattle Dog,Non-Sporting,Herding
A700468,Pit Bull Mix,Mix,Pit Bull
A706745,Shih Tzu Mix,Mix,Toy
A711946,Siberian Husky Mix,Mix,Working
A714669,Pit Bull Mix,Mix,Pit Bull
A689516,Shih Tzu Mix,Mix,Toy
A683287,German Shepherd Mix,Mix,Herding
A670006,Chihuahua Shorthair Mix,Mix,Toy
A701358,English Bulldog Mix,Non-Sporting,Mix
A715318,Akita Mix,Mix,Working
A694477,Harrier,Hound,Hound
A666220,English Bulldog/American Staffordshire Terrier,Non-Sporting,Terrier
A704390,St. Bernard Smooth Coat,Working,Working
A684231,Chihuahua Shorthair Mix,Mix,Toy
A693659,Labrador Retriever Mix,Mix,Sporting
A683024,Collie Rough Mix,Mix,Herding
A663170,Shih Tzu Mix,Mix,Toy
A702372,Pit Bull Mix,Mix,Pit Bull
A671028,Chihuahua Shorthair Mix,Mix,Toy
A637206,Rottweiler Mix,Mix,Working
A663044,Pit Bull Mix,Mix,Pit Bull
A698487,Pit Bull Mix,Mix,Pit Bull
A714887,Jack Russell Terrier Mix,Unknown,Mix
A704306,Chihuahua Shorthair Mix,Mix,Toy
A531598,Border Collie,Herding,Herding
A701317,Pug,Toy,Toy
A651682,Greyhound Mix,Mix,Hound
A694898,Pit Bull Mix,Mix,Pit Bull
A672755,Beagle/Dachshund,Hound,Hound
A678351,Pit Bull Mix,Mix,Pit Bull
A671149,Cardigan Welsh Corgi Mix,Mix,Herding
A675642,Chihuahua Shorthair/Beagle,Hound,Toy
A690696,Pit Bull Mix,Mix,Pit Bull
A678616,Miniature Schnauzer Mix,Mix,Terrier
A680800,German Shepherd Mix,Mix,Herding
A643280,Pit Bull Mix,Mix,Pit Bull
A719449,Chihuahua Shorthair Mix,Mix,Toy
A693987,Labrador Retriever Mix,Mix,Sporting
A699169,Labrador Retriever/German Shepherd,Sporting,Herding
A680298,Miniature Poodle Mix,Non-Sporting,Mix
A666251,Siberian Husky Mix,Mix,Working
A709473,Chihuahua Shorthair Mix,Mix,Toy
A665006,Border Collie Mix,Mix,Herding
A691333,Miniature Poodle Mix,Non-Sporting,Mix
A672734,Chihuahua Shorthair Mix,Mix,Toy
A664157,Chihuahua Shorthair Mix,Mix,Toy
A695238,Border Collie Mix,Mix,Herding
A701441,Labrador Retriever/German Shepherd,Sporting,Herding
A699221,Pit Bull Mix,Mix,Pit Bull
